Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;4.68;H;;20;278.04
;STE384605;STEICO FLEX36 145MM 1220X575 R 4,00     COLIS DE 2,81M2 4 PX                    PALETTE DE 22,448 M2  8 COLIS;13.6613;1.25;17.08;28.6;M2;;20;488.49
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;26;F;;20;47.06
;;Localisation MOB;;;;;;;;
;;;;;;;;;;
;5.2 009;Isolation en panneau de laine de bois semi rigide.STEICO FLEX 200 MM. Densité 60kg/m3, bords droits 1220x575 mm. Lambda = 0.036 R = 5.55;30.46;1.264;38.49;21;M2;;20;808.29
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;3.78;H;;20;224.57
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;21;F;;20;38.01
;STE384608;STEICO FLEX36 200MM 1220X565 R 5,55     COLIS DE 1,3786 M2 2 PX                 PALETTE DE 16,543 M2 12 COLIS;18.8986;1.25;23.62;23.1;M2;;20;545.62
;;Localisation Toiture;;;;;;;;
;;;;;;;;;;
;;Sous total :;;;;;;;;2908.64
;;;;;;;;;;
;4x;BARDAGE;;;;;;;;
;;;;;;;;;;
;4.1 00;"Grille anti-rongeurs acier galva replié 27x45. Trou de 3 mm
";155.97;1.276;199.06;1;F;;20;199.06
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.796;H;;20;106.7
;GAR25/42/25;GRILLE ANTI RONGEURS ACIER REPLIEE 25X42 ROULEAUX DE 25ML ACIER GALVA. TROU 3MM FINITION ZM310 MBC U  EP:8/10;72.4414;1.25;90.55;1;UN;;20;90.55
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;1;F;;20;1.81
;4.1 003;Fourniture et pose tasseaux horizontaux (entraxe max 600 mm) 45x27 mm CL3.;13.12;1.282;16.82;30;M2;;20;504.6
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;5.4;H;;20;320.81
;27X45X4200MARRO;TASSEAUX CALIB RAB  27X45X4200 CL3      //MARRON //PAL DE 330 PIECES;1.0765;1.254;1.35;96;ML;;20;129.6
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;30;F;;20;54.3
;4.2 004;Larmier alu RAL 2100;35.78;1.279;45.76;5.6;ML;;20;256.26
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;2.514;H;;20;149.36
;UMI220020415;FEUILLE ZINC ANTHRA 100X200X0,65        -5%  PAR 75 FEUILLES                    PALETTE DE 150U NOUS CONSULTER;76.3237;1.25;95.4;1.12;UN;;20;106.85
;4.2 006;Bavette étanchéité / raccord menuiserie aluminium 15/10è Ral 2100 . Longueur max = 3m, dvp max 330 mm.;51.58;1.29;66.53;1.8;ML;;20;119.75
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;1.616;H;;20;96.01
;040000;FEUILLE ALU LISSE P10 ANTHRA            2000 X 1000 EP 0,70;42.177;1.25;52.72;0.45;UN;;20;23.72
;4.2 012;Habillage de tableau en chataignier Ep. 21 mm. Compris pose d'un panneau isolant rigide et pare-pluie ép. 22 mm et raccordement des pare-pluie.;53.21;1.288;68.56;12;ML;;20;822.72
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;10.776;H;;20;640.2
;STEICOUNIVERS22;STEICO UNIVERSAL 22 MM                  PAREPLUIE/ECRAN SOUS TOITURE RIGIDE     2230*600 X22MM  R 0,45;8.0476;1.25;10.06;6;M2;;20;60.36
;21600132;TESCON VANA 60MMX30,00ML                ADHESIF USAGE INTERIEUR/EXTERIEUR       -12 % CARTON DE 20;20.9324;1.25;26.17;0.6;UN;;20;15.7
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;12;F;;20;21.72
;25X150X4000DOUG;PLANCHE DOUGLAS 1 FACE HORS AUBIER      25 X 150 X 4000;22.6001;1.25;28.25;3;M2;;20;84.75
;4.3 RAHUEL02;"Bardage chataignier ""Origine""  ép. 21 mm.
Profil N°1: 21x60 mm. L=3.2

Pose verticale.
Pointes inox.
Scierie RAHUEL";113.05;1.27;143.58;21.5;M2;;20;3086.97
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.4;21.5;H;;20;1277.1
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;64.5;F;;20;116.75
;BARDRAHUEL02;"Bardage chataignier ""Origine""  ép. 21 mm. Profil N°2. Rahuel.";60;1.25;75;22.575;M2;;20;1693.13
;TEXTE06;Le tanin est un constituant du Châtaignier. Soluble, il peut être en extérieur lessivée par l'eau de pluie, créant des coulées sur les matériaux poreux (enduits, plaques de fibrociment, béton…) situés sous le bardage;0;0;0;1;;;0;0
;4.3 CL3001;BARDAGE CLIN SAPIN DU NORD VERT LUNEA 20X135X5100ép. 21 mm. Pointes inox à tête bombée;66.81;1.284;85.79;8.5;M2;;20;729.22
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.4;8.5;H;;20;504.9
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;25.5;F;;20;46.16
;LIGCLINSDNV510;CLIN SDN VERT LUNEA 5100                20/135 EN 5,10ML RAINE EN BOUT          PAQUET DE 6 LAMES / SOIT 4,131 M2;15.24;1.25;19.05;9.35;M2;;20;178.12
;;;;;;;;;;
;;Sous total :;;;;;;;;5718.58
;;;;;;;;;;
;6x;MENUISERIES EXTERIEURES;;;;;;;;
;;;;;;;;;;
;6 001;"K-LINE MENUISERIE / Frappe / Repère : A

Description Fixe K.Line de 115

FIXE - K-LINE - Dormant doublage intérieur
Cotes tableau : Largeur 1800 mm x Hauteur 1650 mm
Allège maçonnerie : 500 mm

COULEUR : Monocoloration
Extérieur/Intérieur : Noir 2100 sablé classe 2
Accessoires : Tous les accessoires noirs

DESCRIPTIF CHASSIS : Fixe
Dormant pour doublage de 120mm - Appui non-déporté pour banché ou préfabriqués - Appui standard avec aile de recouvrement intérieure
Fixe : Vitrage 6/we 14/TBE 4 avec argon

FERMETURE : Bloc-Baie ½ linteau Optibloc (profondeur de réservation: 140mm minimum) : Tablier ALU épaisseur 8mm Noir 2100 sablé - avec lame finale couleur extérieure menuiserie - Le bloc est EXCLU de la hauteur du châssis - manoeuvre FI : Moteur filaire Somfy + inverseur à positions fixes - habillage extérieur du caisson : sous face aluminium - Côté de manoeuvre : Droite vue intérieure

VENTILATION : 1 mortaise 250 x 12 dans le bloc avec manchon fourni pour la traversée du doublage dans le bloc

INFORMATIONS : Gamme : KL-FP - Cotes hors tout (coffre non compris) : 1864 x 1695 h - Réservations maçonnerie planche N° 101.422 recto + 101.447 - Classement au vent du tablier du volet roulant : V*3


Coefficient de transmission thermique Uw = 1,3 W/(m².K) Facteur solaire Sw = 0,57 Transmission lumineuse TLw = 71 % Résistance thermique additionnelle Delta R = 0,15 m².K/W Acoustique Menuiserie RA,tr = 32 dB (RE1336)";1480.92;1.261;1867.52;1;U;;20;1867.52
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;7.181;H;;20;426.62
;MEXT A;MEXT Rep A;1131;1.25;1413.75;1;U;;20;1413.75
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;15;F;;20;27.15
;;;;;;;;;;
;6 002;"K-LINE MENUISERIE  / Baie coulissante 2 rails / Repère : B

Description Coulissant 2 Rails 2 vtx de 115

BAIE COULISSANTE 2 RAILS 2 VANTAUX - K-LINE - Dormant doublage intérieur
Cotes tableau : Largeur 3000 mm x Hauteur 2150 mm
Allège maçonnerie : 0 mm

COULEUR : Monocoloration
Extérieur/Intérieur : Noir 2100 sablé classe 2
Accessoires intérieurs : Tous les accessoires noirs
Accessoires extérieurs : Poignée noire extérieure

DESCRIPTIF CHASSIS : Baie coulissante 2 rails 2 vantaux
Dormant pour doublage de 120mm - Appui déporté
Ouvrant : Vantail de service à droite vue extérieure (Tirant droit) - Verrouillage multi-points - Poignées intérieures encombrement réduit design carré sur les 2 vantaux - Poignée de tirage extérieure sur le vantail de service design carré - Vitrage 6/we 18/TBE 4 avec argon

FERMETURE : Bloc-Baie ½ linteau Optibloc (profondeur de réservation: 140mm minimum) : Tablier ALU épaisseur 11mm Noir 2100 sablé - avec lame finale couleur extérieure menuiserie - Le bloc est EXCLU de la hauteur du châssis - manoeuvre FI : Moteur filaire Somfy + inverseur à positions fixes - habillage extérieur du caisson : sous face aluminium - Côté de manoeuvre : Gauche vue intérieure

VENTILATION : Sans

INFORMATIONS : Gamme : KL-BC 2R - Clair passage = 1365 - Cotes hors tout (coffre non compris) : 3064 x 2177 h - Réservations maçonnerie planche N° 103.405 verso + 101.447 - Attention: Pour cette dimension, les profils ne permettent qu'une exposition V2 (800 Pa) - Classement au vent du tablier du volet roulant : V*3


Coefficient de transmission thermique Uw = 1,4 W/(m².K) Facteur solaire Sw = 0,55 Transmission lumineuse TLw = 67 % Résistance thermique additionnelle Delta R = 0,15 m².K/W Acoustique Menuiserie RA,tr = 30 dB (RE1355 correction -1 dB due à grande surface) Acoustique coffre Dnew+Ctr = 47 à 49 dB (Selon doublage) - Tablier relevé";2360.92;1.257;2967.52;1;U;;20;2967.52
;MO1;"MAIN D'OEUVRE 
";45.7;1.3;59.41;7.181;H;;20;426.62
;MEXT B;MEXT Rep. B;2011;1.25;2513.75;1;U;;20;2513.75
;Q001;Forfait Quincaillerie;1.45;1.248;1.81;15;F;;20;27.15
;;Seuil encastré;;;;;;;;
;;;;;;;;;;
;6 004;"K-LINE MENUISERIE /  Baie coulissante 2 rails / Repère : C

Description Galandage Extérieur 1 Rail 1 vantail

BAIE À GALANDAGE 1 RAIL 1 VANTAIL - K-LINE - Dormant doublage intérieur
Cotes tableau : Largeur 900 mm x Hauteur 2150 mm
Allège maçonnerie : 0 mm

COULEUR : Monocoloration
Extérieur/Intérieur : Noir 2100 sablé classe 2
Accessoires : Tous les accessoires noirs

DESCRIPTIF CHASSIS : Baie à galandage 1 rail 1 vantail
Dormant pour doublage de 160mm - avec refoulement isolé et étanché en usine
Ouvrant : Refoulement à droite vue extérieure (Tirant gauche) - Verrouillage multi-points - Poignée intérieure encombrement réduit design carré - Vitrage 6/we 18/TBE 4 avec argon

FERMETURE : Bloc-Baie ½ linteau Optibloc (profondeur de réservation: 140mm minimum) : Tablier ALU épaisseur 8mm Noir 2100 sablé - avec lame finale couleur extérieure menuiserie - Le bloc est EXCLU de la hauteur du châssis - manoeuvre FI : Moteur filaire Somfy + inverseur à positions fixes - habillage extérieur du caisson : sous face aluminium - Côté de manoeuvre : Droite vue intérieure

VENTILATION : 1 mortaise 250 x 12 dans le bloc avec manchon fourni pour la traversée du doublage dans le bloc

INFORMATIONS : Gamme : KL-BG 1R - Clair passage = 814 (non conforme à la réglementation handicap) - Largeur hors tout: 1829mm dont 1 refoulement de 897mm - Hauteur hors tout (coffre non compris) : 2177mm - Réservations maçonnerie planche N° 105.205 + 101.447 - Classement au vent du tablier du volet roulant : V*5


Coefficient de transmission thermique Uw = 1,5 W/(m².K) Facteur solaire Sw = 0,49 Transmission lumineuse TLw = 59 % Résistance thermique additionnelle Delta R = 0,15 m².K/W Acoustique Menuiserie RA,tr = 29 dB (RE1429)";1734.39;1.261;2186.38;1;U;;20;2186.38
;MO1;"MAIN D'OEUVRE 
";48;1.3;62.4;7.18;H;;20;448.03
;MEXT D;MEXT rep D;1368;1.25;1710;1;U;;20;1710
;Q001;Forfait Quincaillerie;1.45;1.303;1.89;15;F;;20;28.35
;;Seuil encastré;;;;;;;;
;;;;;;;;;;
;;Sous total :;;;;;;;;7021.42
;;;;;;;;;;
;;;;;;;;;Total HT;36106.01
;;;;;;;;;Tot. TVA;7221.2
;;;;;;;;;Total TTC;43327.21
